id,text,language,emotion,stress_level,stress_score
27580,મને આજે ખુબ શાંતિ લાગે છે #7579,Gujarati,surprise,high,8
27581,મને ખુબ ગુસ્સો આવે છે #7580,Gujarati,neutral,low,3
27582,હું આજે ખુબ એકલો અનુભવું છું #7581,Gujarati,surprise,low,3
27583,મને મારા ભવિષ્યની ચિંતા છે #7582,Gujarati,sadness,high,8
27584,મને મારા પરીક્ષાની ચિંતા છે #7583,Gujarati,surprise,high,10
27585,હું આવતીકાલ માટે ઉત્સાહિત છું #7584,Gujarati,stress,medium,6
27586,હું મારા કામથી નિરાશ છું #7585,Gujarati,anger,high,10
27587,મને મારા ભવિષ્યની ચિંતા છે #7586,Gujarati,neutral,low,2
27588,મને ખુબ ગુસ્સો આવે છે #7587,Gujarati,surprise,medium,4
27589,મને ખુબ તણાવ લાગે છે #7588,Gujarati,surprise,medium,5
27590,મને ખુબ તણાવ લાગે છે #7589,Gujarati,anger,high,9
27591,હું મારા કામથી નિરાશ છું #7590,Gujarati,surprise,medium,6
27592,મને ખુબ ગુસ્સો આવે છે #7591,Gujarati,stress,high,7
27593,હું આજે ખુબ એકલો અનુભવું છું #7592,Gujarati,neutral,medium,5
27594,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7593,Gujarati,sadness,medium,4
27595,હું આજે ખુબ શાંત અનુભવું છું #7594,Gujarati,joy,medium,6
27596,હું આજે ખુબ શાંત અનુભવું છું #7595,Gujarati,fear,high,8
27597,હું મારા કામથી નિરાશ છું #7596,Gujarati,sadness,low,2
27598,મને ખુબ ગુસ્સો આવે છે #7597,Gujarati,sadness,high,8
27599,હું મારા કામથી નિરાશ છું #7598,Gujarati,surprise,low,1
27600,મને મારા ભવિષ્યની ચિંતા છે #7599,Gujarati,stress,high,9
27601,મને ખુબ દબાણ લાગે છે #7600,Gujarati,sadness,low,2
27602,હું આજે ખુબ એકલો અનુભવું છું #7601,Gujarati,stress,low,2
27603,મને મારા ભવિષ્યની ચિંતા છે #7602,Gujarati,sadness,low,0
27604,હું આજે ખુબ એકલો અનુભવું છું #7603,Gujarati,joy,medium,4
27605,મને ખુબ તણાવ લાગે છે #7604,Gujarati,sadness,high,10
27606,મને ખુબ ગુસ્સો આવે છે #7605,Gujarati,stress,high,7
27607,મને આજે ખુબ ખુશી થાય છે #7606,Gujarati,joy,high,8
27608,મને આજે ખુબ શાંતિ લાગે છે #7607,Gujarati,surprise,low,3
27609,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7608,Gujarati,sadness,high,9
27610,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7609,Gujarati,fear,high,8
27611,મને આજે ખુબ ખુશી થાય છે #7610,Gujarati,sadness,low,0
27612,હું આજે ખુબ શાંત અનુભવું છું #7611,Gujarati,joy,high,9
27613,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7612,Gujarati,sadness,high,10
27614,મને ખુબ દબાણ લાગે છે #7613,Gujarati,sadness,high,7
27615,હું મારા કામથી નિરાશ છું #7614,Gujarati,neutral,high,7
27616,હું આજે ખુબ શાંત અનુભવું છું #7615,Gujarati,anger,medium,6
27617,હું આજે ખુબ એકલો અનુભવું છું #7616,Gujarati,stress,medium,5
27618,હું આવતીકાલ માટે ઉત્સાહિત છું #7617,Gujarati,joy,low,0
27619,મને ખુબ દબાણ લાગે છે #7618,Gujarati,fear,medium,4
27620,મને આજે ખુબ શાંતિ લાગે છે #7619,Gujarati,fear,high,8
27621,હું આજે ખુબ શાંત અનુભવું છું #7620,Gujarati,stress,medium,6
27622,મને ખુબ દબાણ લાગે છે #7621,Gujarati,sadness,low,3
27623,મને મારા ભવિષ્યની ચિંતા છે #7622,Gujarati,fear,high,10
27624,મને ખુબ ગુસ્સો આવે છે #7623,Gujarati,neutral,low,0
27625,હું આજે ખુબ એકલો અનુભવું છું #7624,Gujarati,surprise,medium,4
27626,હું આજે ખુબ એકલો અનુભવું છું #7625,Gujarati,fear,low,1
27627,મને મારા પરીક્ષાની ચિંતા છે #7626,Gujarati,joy,high,8
27628,મને મારા પરીક્ષાની ચિંતા છે #7627,Gujarati,fear,high,10
27629,હું મારા કામથી નિરાશ છું #7628,Gujarati,surprise,low,0
27630,મને મારા પરીક્ષાની ચિંતા છે #7629,Gujarati,fear,low,1
27631,હું આજે ખુબ શાંત અનુભવું છું #7630,Gujarati,stress,high,8
27632,મને ખુબ દબાણ લાગે છે #7631,Gujarati,stress,low,1
27633,મને આજે ખુબ શાંતિ લાગે છે #7632,Gujarati,sadness,high,7
27634,મને આજે ખુબ શાંતિ લાગે છે #7633,Gujarati,anger,medium,5
27635,હું આજે ખુબ શાંત અનુભવું છું #7634,Gujarati,fear,low,3
27636,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7635,Gujarati,joy,medium,5
27637,હું મારા કામથી નિરાશ છું #7636,Gujarati,neutral,low,1
27638,મને મારા ભવિષ્યની ચિંતા છે #7637,Gujarati,sadness,medium,5
27639,મને ખુબ ગુસ્સો આવે છે #7638,Gujarati,stress,low,3
27640,મને ખુબ ગુસ્સો આવે છે #7639,Gujarati,anger,medium,4
27641,હું આજે ખુબ શાંત અનુભવું છું #7640,Gujarati,neutral,high,9
27642,હું મારા કામથી નિરાશ છું #7641,Gujarati,sadness,low,1
27643,હું મારા કામથી નિરાશ છું #7642,Gujarati,stress,high,9
27644,મને આજે ખુબ શાંતિ લાગે છે #7643,Gujarati,sadness,low,3
27645,હું આજે ખુબ શાંત અનુભવું છું #7644,Gujarati,neutral,low,0
27646,મને આજે ખુબ શાંતિ લાગે છે #7645,Gujarati,surprise,low,1
27647,મને આજે ખુબ શાંતિ લાગે છે #7646,Gujarati,joy,medium,4
27648,મને ખુબ દબાણ લાગે છે #7647,Gujarati,anger,high,10
27649,હું આવતીકાલ માટે ઉત્સાહિત છું #7648,Gujarati,anger,low,2
27650,મને મારા પરીક્ષાની ચિંતા છે #7649,Gujarati,surprise,high,10
27651,મને ખુબ ગુસ્સો આવે છે #7650,Gujarati,stress,low,1
27652,મને મારા ભવિષ્યની ચિંતા છે #7651,Gujarati,fear,low,1
27653,મને મારા ભવિષ્યની ચિંતા છે #7652,Gujarati,neutral,high,9
27654,મને ખુબ દબાણ લાગે છે #7653,Gujarati,joy,low,3
27655,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7654,Gujarati,fear,high,8
27656,હું આવતીકાલ માટે ઉત્સાહિત છું #7655,Gujarati,surprise,medium,5
27657,મને ખુબ દબાણ લાગે છે #7656,Gujarati,sadness,low,0
27658,મને ખુબ દબાણ લાગે છે #7657,Gujarati,fear,medium,4
27659,હું આજે ખુબ શાંત અનુભવું છું #7658,Gujarati,neutral,low,3
27660,હું આજે ખુબ એકલો અનુભવું છું #7659,Gujarati,joy,low,1
27661,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7660,Gujarati,sadness,medium,6
27662,મને આજે ખુબ શાંતિ લાગે છે #7661,Gujarati,anger,high,9
27663,મને ખુબ તણાવ લાગે છે #7662,Gujarati,surprise,low,3
27664,હું આવતીકાલ માટે ઉત્સાહિત છું #7663,Gujarati,sadness,medium,6
27665,હું આજે ખુબ એકલો અનુભવું છું #7664,Gujarati,surprise,medium,5
27666,હું આવતીકાલ માટે ઉત્સાહિત છું #7665,Gujarati,stress,high,10
27667,મને આજે ખુબ શાંતિ લાગે છે #7666,Gujarati,joy,medium,4
27668,હું મારા કામથી નિરાશ છું #7667,Gujarati,surprise,low,1
27669,મને ખુબ ગુસ્સો આવે છે #7668,Gujarati,sadness,low,3
27670,મને આજે ખુબ શાંતિ લાગે છે #7669,Gujarati,sadness,medium,5
27671,મને ખુબ દબાણ લાગે છે #7670,Gujarati,sadness,low,2
27672,મને મારા ભવિષ્યની ચિંતા છે #7671,Gujarati,neutral,medium,4
27673,મને ખુબ ગુસ્સો આવે છે #7672,Gujarati,surprise,high,7
27674,મને મારા પરીક્ષાની ચિંતા છે #7673,Gujarati,anger,high,10
27675,હું આજે ખુબ એકલો અનુભવું છું #7674,Gujarati,neutral,high,10
27676,મને ખુબ ગુસ્સો આવે છે #7675,Gujarati,sadness,medium,4
27677,મને આજે ખુબ ખુશી થાય છે #7676,Gujarati,neutral,high,7
27678,મને મારા ભવિષ્યની ચિંતા છે #7677,Gujarati,stress,high,10
27679,મને ખુબ તણાવ લાગે છે #7678,Gujarati,neutral,high,7
27680,આ સમાચારથી હું આશ્ચર્યચકિત થયો #7679,Gujarati,stress,medium,6
27681,મને ખુબ તણાવ લાગે છે #7680,Gujarati,fear,medium,6
27682,મને ખુબ દબાણ લાગે છે #7681,Gujarati,joy,medium,5
27683,મને ખુબ ગુસ્સો આવે છે #7682,Gujarati,neutral,low,2
27684,હું મારા કામથી નિરાશ છું #7683,Gujarati,stress,low,2
27685,હું આજે ખુબ શાંત અનુભવું છું #7684,Gujarati,neutral,low,0
27686,હું મારા કામથી નિરાશ છું #7685,Gujarati,joy,low,3
